Produce_Type,Harvest_Date,Measurement_Date,Initial_Brix_Level,Initial_Weight,Initial_Damage_Score,Pretreatment,Avg_Temp_C,Avg_Humidity_%,Packaging,Age_at_Measurement,Remaining_Shelf_Life_Days
potato,2025-10-24,2025-11-04,6.4,342.3,,waxed,6.409774552195179,77.29562614855962,carton,11,38.27072082286159
potato,2025-10-15,2025-11-02,5.4,380.4,1.04,pre-cooled,,74.48764164467808,sealed_punnet,18,37.36864588375422
tomato,2025-09-29,2025-11-02,3.8,,2.31,none,1.8444429716856465,73.13248933499317,perforated_bag,34,0.0
tomato,2025-10-12,2025-11-03,3.0,100.4,3.52,none,7.922726782912657,76.01630053533425,perforated_bag,22,0.0
strawberry,2025-10-14,2025-11-02,8.2,186.8,3.18,none,2.655678416888259,86.82713431874403,sealed_punnet,19,0.0
strawberry,2025-08-29,2025-11-03,8.0,249.7,1.14,waxed,7.025261762140618,62.01674060331097,carton,66,0.0
strawberry,2025-10-27,2025-11-03,7.5,339.5,5.0,washed,9.872950438787552,72.85856127910536,,7,0.0
apple,2025-08-21,2025-11-03,10.6,207.6,1.38,washed,6.253940546937826,,perforated_bag,74,0.0
tomato,2025-09-15,2025-11-02,,,0.68,washed,18.65078612568432,58.2103940272451,loose,48,0.0
potato,2025-10-17,2025-11-03,7.6,253.7,2.02,waxed,,74.39150479997072,carton,17,32.34352853991279
strawberry,2025-10-03,2025-11-02,7.2,376.3,0.98,washed,,66.06346489704393,perforated_bag,30,0.0
banana,2025-09-15,2025-11-03,18.8,151.8,2.08,waxed,5.693690823325683,75.37553076660564,sealed_punnet,49,0.0
potato,2025-10-17,2025-11-02,4.7,302.5,0.51,waxed,20.755677987072218,53.071173693246735,loose,16,31.454362271522005
potato,2025-09-17,2025-11-03,4.7,250.7,0.42,washed,16.21805955761904,90.42806773769682,perforated_bag,47,0.0
strawberry,2025-09-26,2025-11-02,9.1,286.5,0.71,waxed,3.96019123711615,58.35790727299467,carton,37,0.0
banana,2025-10-13,2025-11-02,22.1,120.7,,none,8.09171413917094,71.52475057481142,carton,20,0.0
apple,2025-10-22,2025-11-03,13.6,231.1,,washed,10.454858620914782,58.66570277415185,loose,12,21.860044133108726
potato,2025-10-05,2025-11-04,6.7,154.5,4.47,none,11.035926781840452,79.48078341012892,perforated_bag,30,16.158761839339437
potato,2025-08-29,2025-11-03,7.4,376.6,5.0,none,-2.827730637206092,,carton,66,0.0
tomato,2025-08-30,2025-11-04,4.8,130.9,2.48,washed,7.667312912261522,88.77335029528342,perforated_bag,66,0.0
tomato,2025-08-20,2025-11-04,5.7,152.8,3.36,waxed,11.333114468413731,,perforated_bag,76,0.0
appel,2025-10-25,2025-11-02,15.2,176.2,0.75,washed,4.384137679130761,53.6230631863389,loose,8,32.59072380119955
potato,2025-09-25,2025-11-04,5.8,171.8,3.01,none,4.703466065313112,84.36205737537253,perforated_bag,40,7.568737075943866
strawberry,2025-09-13,2025-11-02,6.4,212.7,1.85,none,0.9862455713484231,80.75561925830365,sealed_punnet,50,0.0
tomato,2025-09-12,2025-11-03,6.6,120.3,2.52,none,5.089536721504693,94.9434494971985,carton,52,0.0
tomato,2025-09-24,2025-11-04,4.5,180.4,3.74,,7.89367307091535,,sealed_punnet,41,0.0
banana,2025-10-21,2025-11-04,19.4,108.6,0.7,pre-cooled,11.226572466891,72.71568078933642,perforated_bag,14,0.1960291607420479
strawberry,2025-08-23,2025-11-04,6.3,162.5,1.29,waxed,0.8723208023922115,78.91698016010473,carton,73,0.0
banana,2025-10-01,2025-11-02,23.3,118.8,4.27,washed,6.763220636239956,79.84513130772773,sealed_punnet,32,0.0
grape,2025-09-26,2025-11-03,18.2,185.1,0.39,pre-cooled,14.656768219135596,70.23937442222133,perforated_bag,38,0.0
tomato,2025-08-31,2025-11-03,3.7,186.8,2.22,washed,3.7737477152316696,76.40074847959828,sealed_punnet,64,0.0
banana,2025-10-05,2025-11-04,22.7,122.0,,pre-cooled,18.065895941957947,66.39470064272447,loose,30,0.0
strawberry,2025-11-02,2025-11-03,9.6,159.2,0.67,washed,9.942706846047564,53.42614290908134,loose,1,2.4799072453753186
potato,2025-09-22,2025-11-04,6.0,217.8,1.33,washed,4.5253667585792865,68.7295138530226,sealed_punnet,43,9.207469916872318
grape,2025-09-07,2025-11-04,20.6,,1.23,pre-cooled,5.530913174660536,70.81206389042538,loose,58,0.0
banana,2025-09-28,2025-11-02,18.6,121.1,1.96,none,,63.93267012270549,sealed_punnet,35,0.0
banana,2025-08-17,2025-11-03,18.7,152.1,0.29,waxed,9.175424316356892,77.94167538001602,sealed_punnet,78,0.0
banana,2025-10-28,2025-11-02,18.7,167.8,5.0,waxed,7.820648721908471,46.84955027041539,loose,5,1.3480638641027936
orange,2025-10-02,2025-11-04,9.4,212.3,0.71,waxed,9.183067747738487,64.4437095327073,loose,33,0.0
banana,2025-09-29,2025-11-02,22.3,116.3,0.71,none,13.982286945929705,87.78434957965715,perforated_bag,34,0.0
tomato,2025-08-18,2025-11-02,6.4,168.4,0.87,none,6.261318657917913,,sealed_punnet,76,0.0
grape,2025-08-31,2025-11-02,21.6,189.1,0.19,,12.1006056479043,70.7004069728349,loose,63,0.0
orange,2025-09-14,2025-11-04,9.9,248.3,0.64,pre-cooled,5.15224985064905,70.77341971382879,carton,51,0.0
banana,2025-08-28,2025-11-02,22.3,155.5,2.78,pre-cooled,-0.39695835963864745,57.31584574361928,carton,66,0.0
orange,2025-09-19,2025-11-03,9.0,,1.24,pre-cooled,9.296442212031605,79.88854700912928,sealed_punnet,45,0.0
apple,2025-10-17,2025-11-03,11.1,167.3,0.9,washed,5.1456317714538145,65.02735042031584,carton,17,23.033636622432915
banana,2025-09-24,2025-11-03,19.9,173.0,0.61,,8.144230617503121,67.2458446369344,carton,40,0.0
strawberry,2025-08-31,2025-11-04,6.7,160.5,4.09,waxed,14.54756781964843,57.75203628214439,loose,65,0.0
apple,2025-08-23,2025-11-03,14.7,132.1,2.98,waxed,6.579913194317978,66.28310384431191,sealed_punnet,72,0.0
apple,2025-08-18,2025-11-04,15.3,218.5,0.46,waxed,15.046194154448765,56.01762165813625,loose,78,0.0
banana,2025-10-06,2025-11-02,18.1,,1.46,washed,6.886272381002286,76.85716689368965,carton,27,0.0
grape,2025-08-18,2025-11-03,22.6,477.9,1.02,,17.554555723672166,41.9903758168539,loose,77,0.0
tomato,2025-08-28,2025-11-03,3.0,166.2,1.05,,4.302529468938966,70.1463295588908,carton,67,0.0
orange,2025-09-20,2025-11-03,9.5,184.9,0.32,pre-cooled,6.40091795422777,,perforated_bag,44,0.0
banana,2025-08-25,2025-11-02,22.5,160.2,0.01,none,20.433256768339486,51.71830994941327,loose,69,0.0
tomato,2025-08-22,2025-11-03,6.3,107.7,2.55,washed,10.547632316011942,70.24874721555396,perforated_bag,73,0.0
orange,2025-11-02,2025-11-03,11.3,130.1,0.98,waxed,8.331546816314468,64.30336373987534,sealed_punnet,1,29.899954356396076
tomto,2025-09-02,2025-11-03,3.4,95.5,,none,7.8602339981654685,65.92673440627735,perforated_bag,62,0.0
apple,2025-08-30,2025-11-03,14.3,249.1,2.88,pre-cooled,7.107652233833035,57.908034738166464,carton,65,0.0
banana,2025-09-11,2025-11-02,23.8,166.2,0.48,waxed,16.343991691527748,60.27725215200877,loose,52,0.0
apple,2025-09-29,2025-11-02,14.5,132.3,0.47,none,5.195631872946457,70.57332539356763,carton,34,4.803926889025483
tomato,2025-10-22,2025-11-02,4.9,113.0,0.48,washed,8.480515892127343,,carton,11,4.0606719169145045
appel,2025-09-18,2025-11-04,15.7,133.1,1.95,washed,14.596301771788559,52.63356932311539,loose,47,0.0
banana,2025-09-13,2025-11-04,21.2,173.5,3.24,,8.333392892633144,67.67700450262912,sealed_punnet,52,0.0
orange,2025-08-18,2025-11-02,12.4,147.4,0.71,waxed,15.764241656001357,56.00022006590395,loose,76,0.0
strawberry,2025-10-21,2025-11-04,9.4,393.6,0.69,pre-cooled,10.300900826453633,56.40336959450202,carton,14,0.0
orange,2025-09-20,2025-11-03,10.4,218.4,3.24,none,6.074063291656975,55.36827090118675,sealed_punnet,44,0.0
grape,2025-10-16,2025-11-02,21.0,275.2,1.2,washed,1.773117759623882,77.75002298291811,carton,17,0.0
tomato,2025-10-27,2025-11-03,4.3,158.0,2.72,waxed,-3.4957941070225225,67.37059316667884,carton,7,7.930228961434686
banana,2025-08-31,2025-11-03,30.0,161.4,5.0,,6.526722254777465,64.7524924992361,carton,64,0.0
tomato,2025-10-01,2025-11-04,4.7,97.9,1.27,pre-cooled,4.785974645417435,55.22886820545545,carton,34,0.0
tomato,2025-10-20,2025-11-03,,105.3,,waxed,15.391467982808411,86.90529643717676,perforated_bag,14,0.1552982134092975
potato,2025-09-20,2025-11-03,5.0,184.3,1.91,washed,3.4425575731753,64.45658209924127,loose,44,6.052045264041745
strawberry,2025-10-21,2025-11-02,7.6,215.5,2.75,none,16.04629314061649,74.78794326257596,loose,12,0.0
grape,2025-10-11,2025-11-03,21.8,243.6,1.33,pre-cooled,5.935795506272406,74.82719863938703,sealed_punnet,23,0.0
strawberry,2025-09-02,2025-11-02,8.4,393.5,2.25,none,5.489839989023709,54.465134513441114,perforated_bag,61,0.0
strawberry,2025-08-17,2025-11-02,7.1,218.5,3.65,pre-cooled,12.840780690896782,67.66222717192622,carton,77,0.0
potato,2025-10-26,2025-11-02,6.7,193.8,5.0,washed,7.410040983739984,76.03381996212096,carton,7,40.07681390751569
orange,2025-11-02,2025-11-04,10.9,,2.99,none,4.668529560926005,59.35546013376032,sealed_punnet,2,29.357795516685464
orange,2025-11-02,2025-11-04,10.5,201.7,0.2,washed,6.58991107479032,55.935971353394905,loose,2,28.103558264832145
apple,2025-09-16,2025-11-02,12.2,167.5,1.2,washed,,90.88173928170954,carton,47,0.0
banana,2025-09-26,2025-11-04,21.3,127.2,1.66,washed,10.279035678816715,71.75823138959359,perforated_bag,39,0.0
banana,2025-09-16,2025-11-03,19.4,174.7,0.15,pre-cooled,21.903255233478102,43.126605827283136,loose,48,0.0
apple,2025-09-01,2025-11-04,11.9,223.0,1.92,,9.04617698602567,63.28168699527475,carton,64,0.0
strawberry,2025-11-03,2025-11-02,6.9,304.2,1.76,waxed,0.6967770324280442,85.02271035675611,perforated_bag,0,8.41041913500067
tomato,2025-09-14,2025-11-03,3.4,119.4,1.31,none,22.022116518375853,58.832266191580906,loose,50,0.0
orange,2025-09-26,2025-11-03,10.1,199.9,1.23,waxed,6.298182268684289,66.74645343038094,carton,38,0.0
strawberry,2025-09-04,2025-11-02,9.1,283.8,2.02,pre-cooled,9.370281861287285,81.76994097375054,sealed_punnet,59,0.0
strawberry,2025-09-20,2025-11-03,6.4,344.2,0.94,pre-cooled,19.25852940388412,54.11641907687302,loose,44,0.0
apple,2025-09-16,2025-11-04,12.0,170.8,2.38,washed,6.561321300375276,78.88424613677506,carton,49,0.0
banana,2025-10-04,2025-11-03,22.6,158.8,0.88,none,3.6599242816614694,52.10187974868428,loose,30,0.0
potato,2025-10-01,2025-11-03,5.0,,5.0,waxed,11.90932878245959,63.51941314805823,loose,33,12.468457987100727
strawberry,2025-10-04,2025-11-02,8.5,,1.45,,,85.10069020593613,sealed_punnet,29,0.0
tomato,2025-10-21,2025-11-02,4.4,117.7,0.43,pre-cooled,10.673716296955071,84.9262810297943,carton,12,6.694884219917037
potato,2025-10-20,2025-11-04,7.9,185.1,0.29,none,5.804584992813336,79.48317562430157,carton,15,36.87363157390662
banana,2025-09-03,2025-11-04,23.3,176.1,0.64,pre-cooled,,75.23980019015593,sealed_punnet,62,0.0
banana,2025-09-25,2025-11-02,19.9,120.7,0.92,none,7.276623882827343,65.67973186354799,carton,38,0.0
orange,2025-10-22,2025-11-02,10.0,162.5,,washed,8.769134481680286,79.06094018848667,sealed_punnet,11,20.38794246501607
apple,2025-09-03,2025-11-04,12.0,202.3,1.58,waxed,10.56880777345138,72.99565373305639,carton,62,0.0
tomato,2025-08-30,2025-11-03,3.2,127.6,0.25,waxed,15.867788531034067,54.0515286411012,loose,65,0.0
strawberry,2025-09-05,2025-11-04,9.6,228.2,1.44,waxed,-1.3074067696157368,93.15577481595072,sealed_punnet,60,0.0
tomato,2025-09-28,2025-11-04,6.8,111.3,1.99,none,5.093708876926183,90.87400602415536,carton,37,0.0
strawberry,2025-08-27,2025-11-02,6.6,283.9,2.63,washed,12.80972362311824,58.20094253495105,,67,0.0
tomato,2025-10-02,2025-11-04,,196.6,1.65,waxed,8.46804727972243,78.35317256397308,carton,33,0.0
tomato,2025-10-06,2025-11-02,4.9,161.5,1.21,none,2.558080548752965,72.84752141904609,carton,27,0.0
banana,2025-10-13,2025-11-03,19.5,175.9,0.07,washed,-1.5279602969807673,84.76506589063165,carton,21,0.0
strawberry,2025-10-15,2025-11-02,6.9,180.3,1.4,pre-cooled,8.266545781585508,77.09169810688752,,18,0.0
strawberry,2025-09-10,2025-11-04,6.1,,0.59,none,6.885586104476508,78.94881490002578,,55,0.0
potato,2025-09-27,2025-11-03,7.0,397.5,0.66,none,4.645490085347156,69.59869407492025,perforated_bag,37,14.772647119163949
tomato,2025-10-17,2025-11-04,5.8,161.6,0.46,washed,12.49656435661967,85.54620628487318,carton,18,0.0
strawberry,2025-10-07,2025-11-04,6.4,357.5,0.94,washed,4.9239744012754585,50.63653758692673,loose,28,0.0
banana,2025-09-06,2025-11-04,19.4,161.4,0.78,none,5.443225864999368,73.43723663294956,perforated_bag,59,0.0
banana,2025-10-24,2025-11-04,23.0,162.6,,pre-cooled,19.780522187635416,62.960765413043184,loose,11,0.0
apple,2025-08-17,2025-11-04,12.6,180.9,1.51,,8.466126011786828,89.58432703426777,sealed_punnet,79,0.0
tomato,2025-10-30,2025-11-02,3.1,151.0,5.0,pre-cooled,1.9174950650967624,63.9054444455378,sealed_punnet,3,9.423357447111256
potato,2025-09-13,2025-11-04,6.3,,0.89,none,4.446103846516547,66.52685972148863,carton,52,0.0
grape,2025-10-28,2025-11-03,20.8,388.0,1.08,,10.917906441808144,54.678846981179575,loose,6,4.860155818097234
tomato,2025-10-24,2025-11-04,5.1,162.0,4.61,pre-cooled,,86.0027518014524,carton,11,3.688930347881025
banana,2025-09-03,2025-11-04,20.3,160.1,1.81,waxed,8.903795846294969,81.54388134060763,carton,62,0.0
tomato,2025-10-24,2025-11-02,3.5,,1.46,waxed,5.391911987458881,74.41053466481046,perforated_bag,9,5.603356984646095
grape,2025-10-04,2025-11-04,17.7,,2.24,waxed,9.395535480481183,68.25911652926897,loose,31,0.0
apple,2025-09-14,2025-11-03,,210.4,1.24,none,7.071485208432151,67.41502346426853,carton,50,0.0
banana,2025-10-13,2025-11-03,22.9,,0.75,washed,15.32470854226355,51.569608983481594,perforated_bag,21,0.0
grape,2025-11-01,2025-11-04,21.2,178.6,,washed,10.162522904714343,79.71528484175239,perforated_bag,3,9.913527346462203
tomato,2025-09-06,2025-11-02,4.4,189.8,0.61,none,2.8962061211800356,64.29333593809821,carton,57,0.0
strawberry,2025-11-01,2025-11-04,6.9,330.5,1.84,,20.598833964647575,81.30497490185627,loose,3,1.3123395745804745
banana,2025-10-03,2025-11-02,19.0,108.4,0.13,none,5.8329070559535925,64.87314436631507,perforated_bag,30,0.0
banana,2025-10-20,2025-11-04,19.4,156.2,0.96,waxed,8.256392847382914,56.99225541211821,sealed_punnet,15,0.0
grape,2025-10-13,2025-11-03,19.6,271.3,,pre-cooled,,86.94214483013992,sealed_punnet,21,0.0
orange,2025-10-26,2025-11-04,,163.8,0.56,pre-cooled,9.36311779153477,76.73769201957273,sealed_punnet,9,25.268270290480658
tomato,2025-09-06,2025-11-04,4.6,105.3,2.82,pre-cooled,4.87331171061245,84.21936378007616,perforated_bag,59,0.0
tomato,2025-10-21,2025-11-02,5.9,141.8,0.22,none,7.964373785004399,93.86721559257553,carton,12,3.661008905074924
apple,2025-10-23,2025-11-02,14.5,213.8,1.29,waxed,10.433160885906226,57.953780418228845,sealed_punnet,10,30.399036959341082
tomato,2025-09-02,2025-11-03,3.7,159.4,0.88,pre-cooled,12.846440118280064,100.0,loose,62,0.0
apple,2025-09-08,2025-11-04,15.4,237.9,1.56,waxed,5.349804632530615,66.71706239651601,sealed_punnet,57,0.0
grape,2025-10-10,2025-11-04,17.4,240.5,0.23,waxed,,85.95349194398723,sealed_punnet,25,0.0
tomato,2025-08-23,2025-11-02,,102.4,5.0,washed,1.6811756076035183,83.85577081695045,,71,0.0
banana,2025-09-05,2025-11-04,18.8,105.6,1.3,none,7.149875896625235,72.09496581023025,perforated_bag,60,0.0
stawberry,2025-10-05,2025-11-02,6.6,305.1,0.42,waxed,7.377612544798588,68.4316453130557,carton,28,0.0
grape,2025-09-21,2025-11-03,18.9,401.2,1.94,none,10.381835973114747,73.28024256351178,perforated_bag,43,0.0
grape,2025-09-28,2025-11-03,,,4.66,waxed,2.582815477150947,73.8634315750096,carton,36,0.0
tomato,2025-09-01,2025-11-04,,115.1,1.88,pre-cooled,1.1223239178765114,74.68864461684724,carton,64,0.0
orange,2025-08-30,2025-11-03,11.2,,5.0,washed,11.462775591028754,51.64246692255974,loose,65,0.0
tomato,2025-10-09,2025-11-03,5.4,23.14,2.56,pre-cooled,10.632270302227415,59.11630751749418,perforated_bag,25,0.0
grape,2025-10-23,2025-11-03,23.5,218.5,0.44,waxed,-1.0,78.24345711194924,,11,6.6745685059348006
strawberry,2025-10-26,2025-11-03,7.7,,0.4,washed,7.048096747500416,70.68177450575058,perforated_bag,8,0.0
tomato,2025-10-19,2025-11-04,4.8,98.0,3.41,pre-cooled,15.764455407468924,62.71485706400906,loose,16,0.0
banana,2025-08-26,2025-11-04,20.5,168.9,1.52,washed,5.743190003061794,59.585218950856316,sealed_punnet,70,0.0
grape,2025-09-01,2025-11-03,18.7,485.9,1.19,none,,,sealed_punnet,63,0.0
banana,2025-09-03,2025-11-03,22.0,154.1,0.33,,-1.0,78.26689465341705,sealed_punnet,61,0.0
grape,2025-08-20,2025-11-03,20.4,221.8,3.41,pre-cooled,5.398286458032694,90.08918894266904,sealed_punnet,75,0.0
strawberry,2025-09-26,2025-11-04,7.2,388.4,0.73,waxed,10.109649779857087,72.56517178218267,sealed_punnet,39,0.0
tomato,2025-10-21,2025-11-02,5.0,184.9,1.08,pre-cooled,12.35040916489156,66.6380514929583,sealed_punnet,12,7.575436749662245
strawberry,2025-08-31,2025-11-02,9.9,399.0,3.07,pre-cooled,21.403805731013243,61.57258996753408,loose,63,0.0
apple,2025-10-04,2025-11-03,15.2,147.7,0.68,pre-cooled,17.983135604136212,60.12025382088683,loose,30,7.365306595432458
banana,2025-10-06,2025-11-03,22.8,,1.88,pre-cooled,15.361388484553398,87.29088181453633,loose,28,0.0
potato,2025-09-13,2025-11-02,4.7,221.3,1.52,pre-cooled,7.291087924519494,68.37308516511965,sealed_punnet,50,2.1727087946669554
apple,2025-10-10,2025-11-03,10.5,177.8,1.1,washed,11.56167434196083,78.40946123516933,perforated_bag,24,11.892277898655067
banana,2025-10-01,2025-11-02,18.4,111.3,2.18,pre-cooled,8.519833619226082,70.21445733282282,sealed_punnet,32,0.0
potato,2025-10-16,2025-11-03,4.1,192.1,1.61,washed,10.246044440994938,,carton,18,31.029081177420537
tomato,2025-10-27,2025-11-02,6.8,80.7,1.09,none,2.593169871901414,81.8589045643792,perforated_bag,6,5.94712623814829
orange,2025-10-26,2025-11-03,12.5,167.6,,washed,-1.895692956220195,76.59491024418433,sealed_punnet,8,22.845074170507164
tomato,2025-11-03,2025-11-02,5.3,156.5,0.95,none,14.526306715871009,55.5957286233403,loose,0,13.301447389192388
orange,2025-09-22,2025-11-03,12.5,243.9,1.91,washed,7.201508870588311,75.60787683319984,sealed_punnet,42,0.0
strawberry,2025-10-31,2025-11-04,,,0.63,washed,8.036907971981876,69.13305411238127,perforated_bag,4,2.786399723641128
orange,2025-09-29,2025-11-03,11.6,244.0,,washed,,56.73414746832914,loose,35,0.0
potto,2025-10-21,2025-11-03,7.7,251.8,1.96,pre-cooled,,75.14694095544367,carton,13,39.451597482520626
orange,2025-09-18,2025-11-04,10.2,145.3,0.71,pre-cooled,6.277533926946427,83.68229253499574,carton,47,0.0
orange,2025-09-16,2025-11-03,10.6,232.1,2.33,none,3.6564306882693494,63.02404513442314,loose,48,0.0
potato,2025-09-15,2025-11-02,7.8,218.2,2.06,waxed,8.246383421490709,84.88638522139262,perforated_bag,48,4.916510765453946
apple,2025-10-17,2025-11-04,14.2,172.2,1.31,washed,5.549014878708871,77.00033787312329,sealed_punnet,18,21.669723887823125
apple,2025-10-26,2025-11-02,12.8,146.6,0.94,washed,9.71140525980591,,loose,7,31.2046235330216
banana,2025-09-08,2025-11-03,23.8,105.6,,waxed,3.9797572813203828,82.81175336287599,sealed_punnet,56,0.0
banana,2025-09-30,2025-11-03,21.3,176.3,1.78,pre-cooled,12.279560374932682,35.3173648389411,loose,34,0.0
potato,2025-10-29,2025-11-03,6.8,200.6,0.33,washed,,77.45291742636935,sealed_punnet,5,47.63974145349143
apple,2025-10-02,2025-11-03,10.5,134.6,0.23,waxed,6.089253755991012,50.442232578019656,loose,32,8.70293733113557
tomato,2025-09-08,2025-11-02,,96.8,1.22,waxed,7.726070173560377,73.28189536197326,carton,55,0.0
orange,2025-10-27,2025-11-04,9.8,193.0,0.79,waxed,17.11725133939209,73.70410389325954,perforated_bag,8,17.22460938036361
orange,2025-10-04,2025-11-02,12.0,174.5,0.56,washed,9.650170477493841,82.17263543783216,sealed_punnet,29,0.790786397513777
banana,2025-10-31,2025-11-04,23.1,22.240000000000002,0.27,none,5.804403346950527,75.18280085758822,carton,4,5.775589736890112
banana,2025-10-29,2025-11-03,24.0,135.7,1.67,washed,12.180224580924824,,perforated_bag,5,8.77597325653495
banana,2025-08-30,2025-11-03,23.0,,2.53,washed,14.39423433916288,62.61711367753999,loose,65,0.0
apple,2025-10-20,2025-11-02,11.9,206.5,0.84,none,7.520747160408932,74.59795265463622,sealed_punnet,13,25.703949070849653
orange,2025-08-18,2025-11-02,9.9,173.5,2.97,none,0.2884125746273991,73.57579264912435,sealed_punnet,76,0.0
potato,2025-10-31,2025-11-03,4.9,323.4,1.67,none,9.291896183454062,65.84089802589672,loose,3,45.59861621111214
grape,2025-09-11,2025-11-03,19.9,405.1,0.35,none,16.720210740745422,63.541353204925706,loose,53,0.0
grape,2025-10-18,2025-11-04,16.3,215.2,0.67,pre-cooled,7.051745169178183,56.785215190098015,loose,17,0.0
orange,2025-09-08,2025-11-03,10.3,142.4,,none,2.324449504284977,73.2264345136009,carton,56,0.0
potato,2025-09-22,2025-11-02,7.1,166.2,1.1,pre-cooled,9.458739768614429,86.06457152294644,sealed_punnet,41,12.285345274303218
grape,2025-08-20,2025-11-02,17.9,336.4,0.65,,1.8791434167099608,58.945453009609224,perforated_bag,74,0.0
grape,2025-08-19,2025-11-02,20.1,,1.09,waxed,8.578789097423783,51.53093325327362,,75,0.0
orange,2025-09-14,2025-11-03,10.8,144.3,1.57,waxed,17.536590932579667,36.739307264853416,,50,0.0
potato,2025-10-19,2025-11-03,6.7,234.8,3.06,pre-cooled,8.000895791983153,76.6549156413314,perforated_bag,15,38.25489269899644
strawberry,2025-10-31,2025-11-03,9.8,,0.35,none,8.717705398489692,100.0,loose,3,3.2275248966980357
tomato,2025-10-02,2025-11-02,,122.8,2.75,none,12.15403567498975,54.78246367953339,loose,31,0.0
orange,2025-09-11,2025-11-03,9.8,176.0,0.03,washed,7.209621725110564,100.0,perforated_bag,53,0.0
